date,game,# of registrations,max ccu,avg ccu,# of unique users, revenue ,# of paying users,paying rate,arpu,arppu
10/2/14,Ranger Danger,"1,221","4,263","2,980","16,252","$16,381",838,5.16%,$1.01,$19.55
10/2/14,Queen Bee,160,"2,864","2,349","10,066","$7,619",164,1.63%,$0.76,$46.46
10/3/14,Z Force,273,"2,359","1,385","6,517","$13,379",578,8.87%,$2.05,$23.15
10/3/14,Ranger Danger,"1,226","4,540","2,961","16,561","$15,528",896,5.41%,$0.94,$17.33
10/3/14,Queen Bee,125,"3,181","2,678","10,625","$4,750",115,1.08%,$0.45,$41.31
10/4/14,Z Force,435,"2,372","1,627","6,868","$13,509",610,8.88%,$1.97,$22.15
10/4/14,Ranger Danger,"1,279","4,837","3,319","17,443","$15,728",995,5.70%,$0.90,$15.81
10/4/14,Queen Bee,181,"5,989","5,108","12,211","$48,486",950,7.78%,$3.97,$51.04
10/5/14,Z Force,421,"2,327","1,574","6,738","$12,299",563,8.36%,$1.83,$21.85
10/5/14,Ranger Danger,"1,298","4,748","3,202","17,788","$14,433",983,5.53%,$0.81,$14.68
10/5/14,Queen Bee,161,"4,267","3,565","11,092","$1,733",51,0.46%,$0.16,$33.97
10/6/14,Z Force,288,"2,002","1,218","5,780","$12,016",492,8.51%,$2.08,$24.42
10/6/14,Ranger Danger,"1,206","4,285","2,862","15,927","$10,307",713,4.48%,$0.65,$14.46
10/6/14,Queen Bee,134,"3,414","2,940","10,275","$2,025",62,0.60%,$0.20,$32.67
10/7/14,Z Force,239,"2,020","1,205","5,708","$11,639",502,8.80%,$2.04,$23.18
10/7/14,Ranger Danger,"1,139","4,304","2,942","15,733","$11,080",693,4.41%,$0.70,$15.99
10/7/14,Queen Bee,166,"3,376","2,882","10,187","$1,799",53,0.52%,$0.18,$33.95
10/8/14,Z Force,245,"1,991","1,143","5,757","$5,599",394,6.84%,$0.97,$14.21
10/8/14,Ranger Danger,997,"4,720","3,235","15,075","$9,921",679,4.50%,$0.66,$14.61
10/8/14,Queen Bee,156,"3,320","2,872","10,341","$2,501",68,0.66%,$0.24,$36.78
10/9/14,Z Force,299,"2,031","1,255","6,636","$8,906",475,7.16%,$1.34,$18.75
10/9/14,Ranger Danger,"1,233","4,357","3,053","14,701","$11,384",709,4.82%,$0.77,$16.06
10/9/14,Queen Bee,146,"3,795","2,826","11,353","$4,322",145,1.28%,$0.38,$29.80
10/10/14,Z Force,317,"2,295","1,371","6,612","$8,425",465,7.03%,$1.27,$18.12
10/10/14,Ranger Danger,"1,422","5,370","3,467","15,198","$13,271",835,5.49%,$0.87,$15.89
10/10/14,Queen Bee,220,"4,185","3,653","11,607","$3,805",130,1.12%,$0.33,$29.27
10/11/14,Z Force,497,"2,285","1,544","7,068","$7,782",501,7.09%,$1.10,$15.53
10/11/14,Ranger Danger,"1,470","4,677","3,337","15,741","$13,680",913,5.80%,$0.87,$14.98
10/11/14,Queen Bee,215,"4,640","3,954","11,699","$2,774",120,1.03%,$0.24,$23.12
10/12/14,Z Force,403,"2,164","1,489","6,859","$9,352",459,6.69%,$1.36,$20.37
10/12/14,Ranger Danger,"1,437","4,759","3,358","16,079","$13,739",915,5.69%,$0.85,$15.01
10/12/14,Queen Bee,179,"4,539","3,824","11,742","$2,778",119,1.01%,$0.24,$23.34
10/13/14,Z Force,317,"2,057","1,283","6,201","$6,652",406,6.55%,$1.07,$16.38
10/13/14,Ranger Danger,"1,312","4,741","3,216","14,541","$13,536",829,5.70%,$0.93,$16.33
10/13/14,Queen Bee,168,"4,173","3,402","11,303","$2,318",97,0.86%,$0.21,$23.90
10/14/14,Z Force,290,"2,003","1,138","5,813","$5,789",374,6.43%,$1.00,$15.48
10/14/14,Ranger Danger,"1,127","4,156","2,893","13,263","$9,805",653,4.92%,$0.74,$15.02
10/14/14,Queen Bee,159,"3,870","3,264","11,135","$2,852",102,0.92%,$0.26,$27.96
10/15/14,Z Force,275,"1,912","1,119","5,860","$6,004",357,6.09%,$1.02,$16.82
10/15/14,Ranger Danger,"1,439","3,451","2,350","12,676","$9,765",652,5.14%,$0.77,$14.98
10/15/14,Queen Bee,184,"3,836","3,221","11,032","$2,058",71,0.64%,$0.19,$28.99
10/16/14,Z Force,229,"2,341","1,270","5,822","$42,431","1,044",17.93%,$7.29,$40.64
10/16/14,Ranger Danger,"1,086","3,889","2,270","11,535","$7,907",552,4.79%,$0.69,$14.33
10/16/14,Queen Bee,120,"3,042","2,713","10,506","$9,535",153,1.46%,$0.91,$62.32
10/17/14,Z Force,313,"2,823","1,744","7,037","$31,402",997,14.17%,$4.46,$31.50
10/17/14,Ranger Danger,"1,308","4,022","2,447","12,692","$9,612",691,5.44%,$0.76,$13.91
10/17/14,Queen Bee,168,"3,770","3,274","10,952","$5,646",129,1.18%,$0.52,$43.76
10/18/14,Z Force,462,"2,810","2,018","7,757","$20,949",890,11.47%,$2.70,$23.54
10/18/14,Ranger Danger,"1,365","4,587","2,910","13,257","$9,805",779,5.88%,$0.74,$12.59
10/18/14,Queen Bee,174,"4,153","3,568","11,217","$11,332",284,2.53%,$1.01,$39.90
10/19/14,Z Force,428,"2,792","1,975","7,726","$15,043",718,9.29%,$1.95,$20.95
10/19/14,Ranger Danger,"1,308","4,368","2,853","13,245","$9,199",698,5.27%,$0.69,$13.18
10/19/14,Queen Bee,168,"4,142","3,444","10,988","$7,069",203,1.85%,$0.64,$34.82
10/20/14,Z Force,300,"2,691","1,653","7,014","$12,636",605,8.63%,$1.80,$20.89
10/20/14,Ranger Danger,"1,289","3,662","2,383","12,136","$7,358",632,5.21%,$0.61,$11.64
10/20/14,Queen Bee,162,"3,498","2,950","10,371","$5,378",158,1.52%,$0.52,$34.04
10/21/14,Z Force,295,"2,649","1,692","6,950","$12,152",565,8.13%,$1.75,$21.51
10/21/14,Ranger Danger,"1,291","3,452","2,357","11,989","$7,449",612,5.11%,$0.62,$12.17
10/21/14,Queen Bee,135,"3,612","3,076","10,592","$4,773",143,1.35%,$0.45,$33.38
10/22/14,Z Force,312,"2,636","1,546","7,005","$9,147",517,7.38%,$1.31,$17.69
10/22/14,Ranger Danger,"1,314","3,542","2,382","11,988","$7,999",598,4.99%,$0.67,$13.38
10/22/14,Queen Bee,172,"3,522","3,059","10,556","$5,819",175,1.66%,$0.55,$33.25
10/23/14,Z Force,329,"2,714","1,692","7,094","$10,705",575,8.11%,$1.51,$18.62
10/23/14,Ranger Danger,454,"2,957","1,819","11,678","$18,440",892,7.64%,$1.58,$20.67
10/23/14,Queen Bee,155,"3,453","2,978","10,326","$6,336",192,1.86%,$0.61,$33.00
10/24/14,Z Force,347,"2,873","1,842","7,482","$11,276",611,8.17%,$1.51,$18.46
10/24/14,Ranger Danger,600,"3,489","1,998","13,066","$18,475",983,7.52%,$1.41,$18.79
10/24/14,Queen Bee,112,"3,554","3,126","10,330","$8,354",215,2.08%,$0.81,$38.85
10/25/14,Z Force,479,"2,950","2,099","8,033","$12,283",666,8.29%,$1.53,$18.44
10/25/14,Ranger Danger,"1,385","5,306","2,900","15,121","$16,055",981,6.49%,$1.06,$16.37
10/25/14,Queen Bee,136,"4,020","3,418","10,632","$2,158",72,0.68%,$0.20,$29.97
10/26/14,Z Force,485,"2,798","2,015","8,018","$10,596",611,7.62%,$1.32,$17.34
10/26/14,Ranger Danger,"1,373","4,786","3,037","15,176","$13,989",954,6.29%,$0.92,$14.66
10/26/14,Queen Bee,165,"3,968","3,285","10,452","$1,989",64,0.61%,$0.19,$31.08
10/27/14,Z Force,282,"2,648","1,689","7,061","$9,357",502,7.11%,$1.33,$18.64
10/27/14,Ranger Danger,"1,190","4,203","2,624","13,358","$13,955",865,6.48%,$1.04,$16.13
10/27/14,Queen Bee,147,"3,370","2,944","10,033","$2,024",62,0.62%,$0.20,$32.64
10/28/14,Z Force,328,"2,593","1,649","6,959","$9,607",483,6.94%,$1.38,$19.89
10/28/14,Ranger Danger,"1,562","3,991","2,560","12,912","$12,155",779,6.03%,$0.94,$15.60
10/28/14,Queen Bee,175,"3,480","3,028","10,382","$1,464",52,0.50%,$0.14,$28.15
10/29/14,Z Force,255,"2,565","1,580","6,796","$8,100",440,6.47%,$1.19,$18.41
10/29/14,Ranger Danger,"1,508","3,764","2,325","12,283","$15,804",775,6.31%,$1.29,$20.39
10/29/14,Queen Bee,150,"2,927","2,168","10,109","$9,533",259,2.56%,$0.94,$36.81
10/30/14,Z Force,273,"2,585","1,693","6,947","$8,462",453,6.52%,$1.22,$18.68
10/30/14,Ranger Danger,"1,059","3,858","2,526","12,148","$15,076",861,7.09%,$1.24,$17.51
10/30/14,Queen Bee,146,"6,196","4,526","12,605","$15,676",517,4.10%,$1.24,$30.32
10/31/14,Z Force,332,"2,674","1,734","7,839","$10,210",545,6.95%,$1.30,$18.73
10/31/14,Ranger Danger,"1,048","3,780","2,527","12,211","$16,023",867,7.10%,$1.31,$18.48
10/31/14,Queen Bee,139,"5,599","5,030","12,342","$12,795",371,3.01%,$1.04,$34.49
11/1/14,Z Force,449,"2,874","2,036","8,371","$10,480",630,7.53%,$1.25,$16.63
11/1/14,Ranger Danger,"1,425","4,322","2,954","14,018","$17,129","1,010",7.21%,$1.22,$16.96
11/1/14,Queen Bee,167,"6,224","5,479","12,674","$11,705",349,2.75%,$0.92,$33.54
11/2/14,Z Force,450,"2,791","1,754","8,062","$10,939",596,7.39%,$1.36,$18.35
11/2/14,Ranger Danger,"1,442","4,207","2,745","14,169","$14,326",909,6.42%,$1.01,$15.76
11/2/14,Queen Bee,141,"5,686","4,482","12,436","$7,870",239,1.92%,$0.63,$32.93
11/3/14,Z Force,357,"2,580","1,635","7,101","$7,993",472,6.65%,$1.13,$16.93
11/3/14,Ranger Danger,"1,257","3,850","2,482","12,380","$12,547",811,6.55%,$1.01,$15.47
11/3/14,Queen Bee,148,"5,177","4,551","12,159","$7,258",227,1.87%,$0.60,$31.97
11/4/14,Z Force,379,"2,428","1,550","7,114","$7,357",443,6.23%,$1.03,$16.61
11/4/14,Ranger Danger,"1,276","3,802","2,381","12,440","$13,248",766,6.16%,$1.06,$17.30
11/4/14,Queen Bee,149,"4,056","3,383","11,630","$2,192",79,0.68%,$0.19,$27.75
11/5/14,Z Force,275,"2,511","1,463","7,154","$9,133",482,6.74%,$1.28,$18.95
11/5/14,Ranger Danger,"1,655","3,621","1,982","11,509","$9,415",618,5.37%,$0.82,$15.23
11/5/14,Queen Bee,119,"3,202","2,557","10,602","$2,810",77,0.73%,$0.27,$36.49
11/6/14,Z Force,307,"2,446","1,499","6,957","$10,990",552,7.93%,$1.58,$19.91
11/6/14,Ranger Danger,"1,148","3,698","2,439","12,090","$9,999",684,5.66%,$0.83,$14.62
11/6/14,Queen Bee,130,"3,546","3,087","11,204","$3,436",96,0.86%,$0.31,$35.80
11/7/14,Z Force,378,"2,631","1,642","7,455","$12,092",599,8.04%,$1.62,$20.19
11/7/14,Ranger Danger,"1,349","4,166","2,672","12,740","$11,043",786,6.17%,$0.87,$14.05
11/7/14,Queen Bee,162,"3,551","3,188","10,964","$3,567",108,0.99%,$0.33,$33.03
11/8/14,Z Force,462,"2,682","1,892","7,949","$10,558",611,7.69%,$1.33,$17.28
11/8/14,Ranger Danger,"1,602","4,454","3,046","14,476","$13,233",857,5.92%,$0.91,$15.44
11/8/14,Queen Bee,174,"3,974","3,471","11,069","$2,565",80,0.72%,$0.23,$32.07
11/9/14,Z Force,440,"2,495","1,765","7,665","$10,698",605,7.89%,$1.40,$17.68
11/9/14,Ranger Danger,"1,545","4,411","3,024","14,868","$12,626",837,5.63%,$0.85,$15.08
11/9/14,Queen Bee,159,"4,027","3,315","10,802","$2,445",94,0.87%,$0.23,$26.01
11/10/14,Z Force,388,"2,462","1,500","8,331","$10,781",593,7.12%,$1.29,$18.18
11/10/14,Ranger Danger,"1,459","3,986","2,604","13,158","$10,704",732,5.56%,$0.81,$14.62
11/10/14,Queen Bee,140,"3,357","2,909","10,440","$2,696",82,0.79%,$0.26,$32.88
11/11/14,Z Force,364,"2,164","1,394","7,376","$7,436",516,7.00%,$1.01,$14.41
11/11/14,Ranger Danger,"1,524","3,948","2,585","13,304","$11,299",776,5.83%,$0.85,$14.56
11/11/14,Queen Bee,134,"3,412","2,940","10,495","$4,574",120,1.14%,$0.44,$38.12
11/12/14,Z Force,286,"2,013","1,099","6,311","$7,371",398,6.31%,$1.17,$18.52
11/12/14,Ranger Danger,"1,351","3,850","2,473","12,492","$9,514",651,5.21%,$0.76,$14.61
11/12/14,Queen Bee,145,"3,192","2,741","10,403","$3,462",115,1.11%,$0.33,$30.11
11/13/14,Z Force,260,"2,155","1,188","6,605","$35,340",747,11.31%,$5.35,$47.31
11/13/14,Ranger Danger,"1,200","3,754","2,111","13,173","$16,118",928,7.05%,$1.22,$17.37
11/13/14,Queen Bee,125,"2,897","2,096","9,737","$17,806",301,3.09%,$1.83,$59.16
11/14/14,Z Force,355,"2,453","1,354","7,470","$25,822",636,8.51%,$3.46,$40.60
11/14/14,Ranger Danger,"1,478","4,787","3,114","15,105","$19,305","1,089",7.21%,$1.28,$17.73
11/14/14,Queen Bee,161,"3,365","2,908","10,465","$13,137",253,2.42%,$1.26,$51.92
11/15/14,Z Force,569,"2,578","1,647","8,185","$12,958",600,7.33%,$1.58,$21.60
11/15/14,Ranger Danger,"1,614","5,022","3,530","16,454","$18,014","1,160",7.05%,$1.09,$15.53
11/15/14,Queen Bee,216,"3,873","3,158","10,806","$9,772",205,1.90%,$0.90,$47.67
11/16/14,Z Force,579,"2,376","1,552","7,839","$13,402",500,6.38%,$1.71,$26.80
11/16/14,Ranger Danger,"1,406","5,042","3,469","16,432","$15,883","1,061",6.46%,$0.97,$14.97
11/16/14,Queen Bee,150,"3,761","3,179","10,564","$5,742",141,1.34%,$0.54,$40.73
11/17/14,Z Force,515,"2,203","1,237","7,070","$10,321",444,6.28%,$1.46,$23.25
11/17/14,Ranger Danger,"1,178","4,569","2,922","13,847","$13,184",930,6.72%,$0.95,$14.18
11/17/14,Queen Bee,115,"3,241","2,830","10,183","$6,325",132,1.30%,$0.62,$47.91
11/18/14,Z Force,404,"2,160","1,198","6,872","$9,074",386,5.62%,$1.32,$23.51
11/18/14,Ranger Danger,"1,310","4,269","2,780","13,748","$12,938",868,6.31%,$0.94,$14.91
11/18/14,Queen Bee,155,"3,198","2,778","10,056","$4,213",127,1.26%,$0.42,$33.17
11/19/14,Z Force,495,"2,208","1,151","7,385","$8,180",391,5.30%,$1.11,$20.92
11/19/14,Ranger Danger,"1,259","4,610","2,444","13,750","$11,590",832,6.05%,$0.84,$13.93
11/19/14,Queen Bee,141,"3,157","2,722","10,262","$5,336",125,1.22%,$0.52,$42.68
11/20/14,Z Force,315,"1,952",941,"6,522","$7,043",328,5.03%,$1.08,$21.47
11/20/14,Ranger Danger,"1,257","4,380","2,824","13,657","$12,911",869,6.36%,$0.95,$14.86
11/20/14,Queen Bee,207,"2,633","1,794","10,028","$2,734",73,0.73%,$0.27,$37.46
11/21/14,Z Force,381,"2,251","1,235","7,289","$8,524",423,5.80%,$1.17,$20.15
11/21/14,Ranger Danger,"1,402","4,513","2,998","14,544","$13,995",906,6.23%,$0.96,$15.45
11/21/14,Queen Bee,265,"3,773","3,272","12,206","$4,870",119,0.98%,$0.40,$40.93
11/22/14,Z Force,498,"2,337","1,488","7,714","$9,257",434,5.63%,$1.20,$21.33
11/22/14,Ranger Danger,"1,626","4,743","3,365","15,810","$14,567","1,026",6.49%,$0.92,$14.20
11/22/14,Queen Bee,219,"4,156","3,616","12,241","$2,155",77,0.63%,$0.18,$27.98
11/23/14,Z Force,457,"2,142","1,426","7,440","$6,400",428,5.75%,$0.86,$14.95
11/23/14,Ranger Danger,"1,901","4,950","3,541","16,651","$12,181",915,5.50%,$0.73,$13.31
11/23/14,Queen Bee,224,"4,260","3,564","12,436","$2,212",83,0.67%,$0.18,$26.65
11/24/14,Z Force,393,"2,094","1,196","6,764","$5,772",338,5.00%,$0.85,$17.08
11/24/14,Ranger Danger,"1,763","4,731","3,128","15,018","$9,888",804,5.35%,$0.66,$12.30
11/24/14,Queen Bee,180,"3,673","2,904","12,034","$1,680",58,0.48%,$0.14,$28.96
11/25/14,Z Force,360,"2,127","1,019","6,576","$3,876",273,4.15%,$0.59,$14.20
11/25/14,Ranger Danger,"1,564","4,677","2,560","14,724","$8,764",703,4.78%,$0.60,$12.47
11/25/14,Queen Bee,147,"3,250","2,317","11,423",$801,32,0.28%,$0.07,$25.02
11/26/14,Z Force,427,"2,433","1,388","7,563","$63,834","1,470",19.44%,$8.44,$43.42
11/26/14,Ranger Danger,"1,537","4,758","3,300","15,981","$31,215","1,830",11.45%,$1.95,$17.06
11/26/14,Queen Bee,204,"3,571","3,161","12,370","$1,401",50,0.40%,$0.11,$28.01
11/27/14,Z Force,400,"2,175","1,416","7,268","$28,115",966,13.29%,$3.87,$29.10
11/27/14,Ranger Danger,"1,709","4,319","3,193","15,135","$40,632","2,000",13.21%,$2.68,$20.32
11/27/14,Queen Bee,201,"3,993","3,501","12,437","$27,521",419,3.37%,$2.21,$65.68
11/28/14,Z Force,420,"2,456","1,545","7,707","$28,282",997,12.94%,$3.67,$28.37
11/28/14,Ranger Danger,"1,780","5,133","3,494","15,942","$50,204","2,139",13.42%,$3.15,$23.47
11/28/14,Queen Bee,205,"3,730","3,348","12,246","$17,403",284,2.32%,$1.42,$61.28
11/29/14,Z Force,447,"2,507","1,607","7,693","$20,853",784,10.19%,$2.71,$26.60
11/29/14,Ranger Danger,"1,336","5,294","3,682","15,916","$23,053","1,581",9.93%,$1.45,$14.58
11/29/14,Queen Bee,180,"4,237","3,691","12,274","$13,357",265,2.16%,$1.09,$50.40
11/30/14,Z Force,392,"2,345","1,509","7,545","$16,837",734,9.73%,$2.23,$22.94
11/30/14,Ranger Danger,"1,906","5,114","3,538","16,218","$18,649","1,301",8.02%,$1.15,$14.33
11/30/14,Queen Bee,171,"4,204","3,507","12,375","$12,594",248,2.00%,$1.02,$50.78
12/1/14,Z Force,277,"1,992","1,135","6,403","$12,423",522,8.15%,$1.94,$23.80
12/1/14,Ranger Danger,"1,614","5,095","3,184","17,705","$17,093","1,094",6.18%,$0.97,$15.62
12/1/14,Queen Bee,155,"3,711","3,251","12,152","$55,729",950,7.82%,$4.59,$58.66
12/2/14,Z Force,322,"1,964","1,085","6,305","$9,509",448,7.11%,$1.51,$21.23
12/2/14,Ranger Danger,"1,497","4,587","2,951","18,958","$12,306",990,5.22%,$0.65,$12.43
12/2/14,Queen Bee,149,"3,483","3,056","12,108","$1,327",68,0.56%,$0.11,$19.51
12/3/14,Z Force,278,"1,881","1,008","6,159","$10,668",500,8.12%,$1.73,$21.34
12/3/14,Ranger Danger,"1,619","5,001","3,267","19,392","$45,080","1,575",8.12%,$2.32,$28.62
12/3/14,Queen Bee,138,"3,540","3,120","12,193","$1,849",50,0.41%,$0.15,$36.97
12/4/14,Z Force,268,"1,821","1,042","6,176","$11,695",526,8.52%,$1.89,$22.23
12/4/14,Ranger Danger,"1,732","4,877","3,056","19,820","$30,211","1,191",6.01%,$1.52,$25.37
12/4/14,Queen Bee,120,"3,029","2,322","11,759","$2,496",130,1.11%,$0.21,$19.20
12/5/14,Z Force,310,"2,125","1,167","6,705","$11,309",535,7.98%,$1.69,$21.14
12/5/14,Ranger Danger,"1,752","5,063","3,418","20,726","$26,986","1,153",5.56%,$1.30,$23.41
12/5/14,Queen Bee,124,"3,887","2,787","11,994","$2,765",101,0.84%,$0.23,$27.38
12/6/14,Z Force,403,"2,247","1,447","7,283","$12,584",605,8.31%,$1.73,$20.80
12/6/14,Ranger Danger,"1,536","8,871","4,261","22,320","$23,888","1,175",5.26%,$1.07,$20.33
12/6/14,Queen Bee,103,"5,792","5,037","12,528","$10,746",257,2.05%,$0.86,$41.81
12/7/14,Z Force,384,"2,022","1,372","6,869","$10,639",564,8.21%,$1.55,$18.86
12/7/14,Ranger Danger,"1,585","9,346","4,302","22,993","$24,021","1,149",5.00%,$1.04,$20.91
12/7/14,Queen Bee,124,"3,993","3,451","12,239","$4,134",101,0.83%,$0.34,$40.93
12/8/14,Z Force,332,"1,968","1,135","6,440","$10,998",499,7.75%,$1.71,$22.04
12/8/14,Ranger Danger,"1,732","5,498","3,516","21,566","$17,507",971,4.50%,$0.81,$18.03
12/8/14,Queen Bee,125,"3,567","3,051","11,617","$1,190",52,0.45%,$0.10,$22.88
12/9/14,Z Force,329,"2,082","1,113","6,977","$9,210",494,7.08%,$1.32,$18.64
12/9/14,Ranger Danger,"1,479","4,632","3,151","21,897","$19,113",976,4.46%,$0.87,$19.58
12/9/14,Queen Bee,118,"3,354","2,925","11,415",$993,46,0.40%,$0.09,$21.58
12/10/14,Z Force,320,"1,957","1,104","6,995","$14,072",588,8.41%,$2.01,$23.93
12/10/14,Ranger Danger,"1,329","4,660","2,779","21,825","$16,222",917,4.20%,$0.74,$17.69
12/10/14,Queen Bee,158,"3,225","2,836","11,509","$1,140",47,0.41%,$0.10,$24.25
12/11/14,Z Force,331,"2,929","1,402","8,344","$40,491","1,098",13.16%,$4.85,$36.88
12/11/14,Ranger Danger,"1,183","4,661","2,759","21,371","$16,010",851,3.98%,$0.75,$18.81
12/11/14,Queen Bee,114,"3,617","2,943","11,018","$2,823",80,0.73%,$0.26,$35.28
12/12/14,Z Force,407,"3,065","1,636","8,472","$20,811",770,9.09%,$2.46,$27.03
12/12/14,Ranger Danger,"1,572","5,240","3,183","23,250","$22,079","1,075",4.62%,$0.95,$20.54
12/12/14,Queen Bee,139,"4,179","3,633","11,848","$2,492",84,0.71%,$0.21,$29.67
12/13/14,Z Force,497,"3,042","2,048","9,100","$14,514",718,7.89%,$1.59,$20.21
12/13/14,Ranger Danger,"2,247","11,004","4,775","27,011","$20,304","1,200",4.44%,$0.75,$16.92
12/13/14,Queen Bee,158,"4,505","3,873","11,762","$2,195",80,0.68%,$0.19,$27.44
12/14/14,Z Force,476,"2,862","1,728","9,020","$10,753",638,7.07%,$1.19,$16.85
12/14/14,Ranger Danger,"2,764","11,355","4,241","28,684","$19,641","1,088",3.79%,$0.68,$18.05
12/14/14,Queen Bee,135,"4,378","3,306","11,394","$2,389",75,0.66%,$0.21,$31.85
12/15/14,Z Force,331,"2,631","1,545","7,871","$11,436",546,6.94%,$1.45,$20.95
12/15/14,Ranger Danger,"2,734","6,312","3,869","25,704","$15,303",973,3.79%,$0.60,$15.73
12/15/14,Queen Bee,165,"3,555","3,038","11,003","$1,258",47,0.43%,$0.11,$26.77
12/16/14,Z Force,355,"2,514","1,551","8,189","$9,235",518,6.33%,$1.13,$17.83
12/16/14,Ranger Danger,"2,897","6,220","4,286","26,776","$14,634",925,3.46%,$0.55,$15.82
12/16/14,Queen Bee,165,"3,875","3,354","11,082","$2,071",69,0.62%,$0.19,$30.02
12/17/14,Z Force,370,"2,471","1,478","8,193","$9,646",478,5.83%,$1.18,$20.18
12/17/14,Ranger Danger,"2,024","8,573","4,226","29,867","$112,750","3,925",13.14%,$3.78,$28.73
12/17/14,Queen Bee,180,"3,740","3,290","10,969","$1,775",57,0.52%,$0.16,$31.14
12/18/14,Z Force,349,"2,494","1,539","8,208","$10,685",519,6.32%,$1.30,$20.59
12/18/14,Ranger Danger,"3,333","9,164","6,307","32,797","$65,856","3,000",9.15%,$2.01,$21.95
12/18/14,Queen Bee,142,"3,366","2,759","10,435","$13,684",251,2.41%,$1.31,$54.52
12/19/14,Z Force,"1,106","2,713","1,648","11,238","$11,591",576,5.13%,$1.03,$20.12
12/19/14,Ranger Danger,"2,671","9,359","6,323","32,594","$51,424","2,461",7.55%,$1.58,$20.90
12/19/14,Queen Bee,126,"3,752","3,345","10,740","$8,176",176,1.64%,$0.76,$46.46
12/20/14,Z Force,855,"2,805","1,886","9,535","$10,676",586,6.15%,$1.12,$18.22
12/20/14,Ranger Danger,"2,834","13,604","7,405","33,997","$43,189","2,264",6.66%,$1.27,$19.08
12/20/14,Queen Bee,117,"4,425","3,851","10,744","$5,941",163,1.52%,$0.55,$36.44
12/21/14,Z Force,586,"3,044","1,951","9,277","$11,150",612,6.60%,$1.20,$18.22
12/21/14,Ranger Danger,"1,949","13,628","7,438","33,879","$38,270","2,180",6.44%,$1.13,$17.55
12/21/14,Queen Bee,151,"4,304","3,730","10,820","$4,884",114,1.05%,$0.45,$42.84
12/22/14,Z Force,503,"2,819","1,665","8,907","$9,415",538,6.04%,$1.06,$17.50
12/22/14,Ranger Danger,"2,960","9,242","5,637","33,241","$28,536","1,670",5.02%,$0.86,$17.09
12/22/14,Queen Bee,141,"3,674","3,084","10,399","$3,631",103,0.99%,$0.35,$35.25
12/23/14,Z Force,480,"2,795","1,642","8,745","$12,589",557,6.37%,$1.44,$22.60
12/23/14,Ranger Danger,"2,611","9,528","6,212","32,295","$39,660","2,002",6.20%,$1.23,$19.81
12/23/14,Queen Bee,163,"3,411","2,881","10,345","$5,747",147,1.42%,$0.56,$39.09
12/24/14,Z Force,440,"2,524","1,641","8,576","$45,347","1,022",11.92%,$5.29,$44.37
12/24/14,Ranger Danger,"2,166","8,571","5,663","31,028","$51,141","2,318",7.47%,$1.65,$22.06
12/24/14,Queen Bee,121,"3,675","3,138","10,276","$31,668",972,9.46%,$3.08,$32.58
12/25/14,Z Force,448,"2,500","1,641","8,420","$45,221","1,132",13.44%,$5.37,$39.95
12/25/14,Ranger Danger,"1,979","8,783","5,907","30,065","$64,129","2,733",9.09%,$2.13,$23.46
12/25/14,Queen Bee,133,"3,710","3,236","10,057","$17,399",592,5.89%,$1.73,$29.39
12/26/14,Z Force,444,"2,741","1,709","8,252","$26,334",840,10.18%,$3.19,$31.35
12/26/14,Ranger Danger,"2,335","9,284","6,038","29,527","$51,619","2,459",8.33%,$1.75,$20.99
12/26/14,Queen Bee,131,"3,743","3,269","10,429","$14,250",446,4.28%,$1.37,$31.95
12/27/14,Z Force,435,"2,683","1,839","8,255","$19,172",735,8.90%,$2.32,$26.08
12/27/14,Ranger Danger,"2,780","15,910","7,223","32,439","$41,700","2,236",6.89%,$1.29,$18.65
12/27/14,Queen Bee,127,"3,997","3,480","10,372","$1,186",56,0.54%,$0.11,$21.17
12/28/14,Z Force,434,"2,641","1,790","8,126","$17,906",731,9.00%,$2.20,$24.49
12/28/14,Ranger Danger,"2,328","16,086","7,134","31,565","$34,323","1,963",6.22%,$1.09,$17.49
12/28/14,Queen Bee,130,"3,998","3,451","10,468","$1,218",44,0.42%,$0.12,$27.68
12/29/14,Z Force,497,"2,814","1,795","8,391","$15,757",682,8.13%,$1.88,$23.10
12/29/14,Ranger Danger,"2,784","9,382","6,118","29,011","$35,932","2,006",6.92%,$1.24,$17.91
12/29/14,Queen Bee,145,"3,696","3,244","10,337","$1,712",53,0.51%,$0.17,$32.30
12/30/14,Z Force,504,"2,775","1,700","8,471","$18,202",705,8.32%,$2.15,$25.82
